CustomerID,customer_order_count,customer_total_revenue,customer_avg_order_value,customer_first_order_date,customer_last_order_date,customer_active_months,customer_total_quantity,customer_unique_products,customer_line_count,customer_country_count,primary_country,customer_active_days,value_tier
12968,1,135.95,135.95,2011-08-19 15:44:00,2011-08-19 15:44:00,1,73,5,5,1,United Kingdom,0,Low Value
12970,4,405.47,101.37,2011-01-21 14:04:00,2011-12-02 14:30:00,2,268,116,129,1,United Kingdom,315,Medium Value
12971,86,11189.91,130.12,2010-12-02 16:42:00,2011-12-06 12:20:00,13,9289,94,305,1,United Kingdom,368,High Value
12974,1,144.8,144.8,2011-05-26 09:33:00,2011-05-26 09:33:00,1,24,8,8,1,United Kingdom,0,Low Value
12976,1,738.6,738.6,2011-05-12 09:55:00,2011-05-12 09:55:00,1,561,22,22,1,United Kingdom,0,Medium Value
12977,1,39.24,39.24,2011-07-06 16:40:00,2011-07-06 16:40:00,1,12,9,9,1,United Kingdom,0,Low Value
12980,9,7374.9,819.43,2010-12-16 11:36:00,2011-07-05 09:34:00,7,886,6,20,1,United Kingdom,200,High Value
12981,2,372.22,186.11,2011-07-29 14:14:00,2011-11-10 12:00:00,2,242,12,20,1,United Kingdom,103,Medium Value
12982,1,390.54,390.54,2011-04-11 11:51:00,2011-04-11 11:51:00,1,288,28,28,1,United Kingdom,0,Medium Value
12984,1,97.5,97.5,2011-11-21 12:37:00,2011-11-21 12:37:00,1,26,4,4,1,United Kingdom,0,Low Value
12985,2,1239.38,619.69,2011-11-11 12:44:00,2011-12-09 10:46:00,2,1533,73,76,1,United Kingdom,27,Medium Value
12987,2,558.7,279.35,2011-05-26 12:00:00,2011-09-27 12:03:00,2,219,27,28,1,United Kingdom,124,Medium Value
12988,1,505.82,505.82,2011-02-20 14:31:00,2011-02-20 14:31:00,1,126,75,83,1,United Kingdom,0,Medium Value
12989,15,6924.11,461.61,2010-12-10 13:24:00,2011-12-06 15:28:00,11,2943,41,64,1,United Kingdom,361,High Value
12990,3,409.5,136.5,2011-02-02 15:39:00,2011-11-08 13:01:00,3,200,8,13,1,United Kingdom,278,Medium Value
12991,2,503.76,251.88,2011-08-19 14:39:00,2011-11-16 15:34:00,2,405,31,31,1,United Kingdom,89,Medium Value
12993,4,414.76,103.69,2011-02-14 14:29:00,2011-11-16 15:49:00,4,240,26,27,1,United Kingdom,275,Medium Value
12994,3,974.42,324.81,2011-03-16 08:31:00,2011-12-05 15:43:00,3,459,52,61,1,United Kingdom,264,Medium Value
12995,1,211.32,211.32,2011-09-15 15:44:00,2011-09-15 15:44:00,1,108,3,3,1,United Kingdom,0,Low Value
12997,4,1226.89,306.72,2011-01-26 15:49:00,2011-11-17 15:47:00,4,664,45,59,1,United Kingdom,294,Medium Value
12999,3,455.88,151.96,2011-04-08 10:26:00,2011-05-27 13:24:00,2,342,25,28,1,United Kingdom,49,Medium Value
13000,3,534.85,178.28,2010-12-10 10:26:00,2011-08-25 10:43:00,3,379,30,31,1,United Kingdom,258,Medium Value
13001,13,9785.97,752.77,2011-01-17 12:45:00,2011-12-05 14:51:00,9,5490,166,337,1,United Kingdom,322,High Value
13002,1,120.95,120.95,2011-01-25 15:18:00,2011-01-25 15:18:00,1,73,7,7,1,United Kingdom,0,Low Value
13003,3,149.05,49.68,2011-05-09 08:23:00,2011-08-26 10:50:00,3,103,4,6,1,United Kingdom,109,Low Value
13004,18,5655.91,314.22,2010-12-17 08:20:00,2011-11-28 11:27:00,11,4822,277,404,1,United Kingdom,346,High Value
13005,2,513.7,256.85,2011-04-07 13:32:00,2011-06-19 10:53:00,2,172,21,26,1,United Kingdom,72,Medium Value
13006,1,81.57,81.57,2011-10-14 13:49:00,2011-10-14 13:49:00,1,55,4,4,1,United Kingdom,0,Low Value
13008,1,229.47,229.47,2011-01-20 14:24:00,2011-01-20 14:24:00,1,175,14,14,1,United Kingdom,0,Low Value
13011,1,50.55,50.55,2010-12-02 17:22:00,2010-12-02 17:22:00,1,13,3,3,1,United Kingdom,0,Low Value
13012,8,1646.84,205.86,2011-02-18 09:43:00,2011-11-30 13:05:00,5,820,67,88,1,United Kingdom,285,Medium Value
13013,13,4810.94,370.07,2010-12-03 12:28:00,2011-12-08 15:01:00,9,2224,155,219,1,United Kingdom,370,High Value
13014,10,3466.28,346.63,2011-03-03 18:28:00,2011-11-29 12:27:00,6,905,67,109,1,United Kingdom,270,High Value
13015,5,3339.64,667.93,2011-04-04 14:28:00,2011-10-17 13:19:00,3,1609,156,175,1,United Kingdom,195,High Value
13016,3,789.89,263.3,2011-08-08 15:00:00,2011-09-27 14:08:00,2,527,39,47,1,United Kingdom,49,Medium Value
13017,1,204.0,204.0,2011-12-02 15:53:00,2011-12-02 15:53:00,1,48,1,1,1,United Kingdom,0,Low Value
13018,28,7277.7,259.92,2011-02-17 11:05:00,2011-11-23 13:28:00,10,5435,313,458,1,United Kingdom,279,High Value
13021,9,2616.38,290.71,2010-12-16 10:12:00,2011-12-05 16:37:00,7,1352,101,131,1,United Kingdom,354,High Value
13023,2,689.9,344.95,2011-08-02 09:34:00,2011-10-06 16:27:00,2,286,36,40,1,United Kingdom,65,Medium Value
13026,5,975.36,195.07,2011-03-09 11:35:00,2011-12-08 16:58:00,5,1620,32,40,1,United Kingdom,274,Medium Value
13027,6,6912.0,1152.0,2010-12-20 12:45:00,2011-08-18 09:39:00,5,17280,6,26,1,United Kingdom,240,High Value
13028,2,661.32,330.66,2011-10-25 14:09:00,2011-11-17 11:10:00,2,798,40,45,1,United Kingdom,22,Medium Value
13029,3,1247.5,415.83,2010-12-21 13:53:00,2011-11-09 09:13:00,3,134,8,10,1,United Kingdom,322,Medium Value
13030,2,752.44,376.22,2010-12-06 14:31:00,2011-11-28 14:30:00,2,348,76,92,1,United Kingdom,356,Medium Value
13032,2,1010.18,505.09,2011-09-13 16:40:00,2011-10-18 15:54:00,2,375,55,71,1,United Kingdom,34,Medium Value
13033,1,190.55,190.55,2010-12-17 14:23:00,2010-12-17 14:23:00,1,83,11,11,1,United Kingdom,0,Low Value
13034,2,642.77,321.38,2010-12-05 14:52:00,2011-10-16 12:21:00,2,369,37,37,1,United Kingdom,314,Medium Value
13035,2,921.88,460.94,2011-03-24 09:21:00,2011-09-27 08:57:00,2,644,23,27,1,United Kingdom,186,Medium Value
13037,3,881.07,293.69,2011-03-28 15:42:00,2011-07-24 15:46:00,3,431,44,48,1,United Kingdom,118,Medium Value
13038,3,908.46,302.82,2011-02-22 11:43:00,2011-09-20 14:37:00,3,360,24,28,1,United Kingdom,210,Medium Value
13040,2,676.99,338.5,2011-11-06 13:53:00,2011-12-01 10:38:00,2,355,38,43,1,United Kingdom,24,Medium Value
13043,1,516.42,516.42,2011-03-11 14:52:00,2011-03-11 14:52:00,1,254,13,13,1,United Kingdom,0,Medium Value
13044,1,560.47,560.47,2011-02-21 15:20:00,2011-02-21 15:20:00,1,429,33,33,1,United Kingdom,0,Medium Value
13045,1,305.28,305.28,2011-09-01 15:04:00,2011-09-01 15:04:00,1,221,18,18,1,United Kingdom,0,Low Value
13046,2,629.31,314.65,2011-03-18 15:43:00,2011-11-09 08:36:00,2,264,33,35,1,United Kingdom,235,Medium Value
13047,10,3237.54,323.75,2010-12-01 08:34:00,2011-11-08 12:06:00,8,1391,106,172,1,United Kingdom,342,High Value
13048,4,1819.41,454.85,2011-01-16 14:36:00,2011-11-25 13:23:00,4,1228,77,135,1,United Kingdom,312,Medium Value
13049,2,656.68,328.34,2011-01-25 16:33:00,2011-10-06 15:31:00,2,268,14,14,1,United Kingdom,253,Medium Value
13050,17,5836.86,343.34,2010-12-08 09:30:00,2011-11-25 09:18:00,10,3748,246,403,1,United Kingdom,351,High Value
13052,1,348.15,348.15,2011-05-11 14:12:00,2011-05-11 14:12:00,1,222,18,18,1,United Kingdom,0,Low Value
13055,3,1214.41,404.8,2011-05-10 08:58:00,2011-09-22 14:26:00,2,894,74,76,1,United Kingdom,135,Medium Value
13058,3,271.4,90.47,2011-07-11 12:01:00,2011-11-15 12:43:00,3,52,5,8,1,United Kingdom,127,Low Value
13059,1,183.4,183.4,2011-04-04 10:40:00,2011-04-04 10:40:00,1,35,8,8,1,United Kingdom,0,Low Value
13060,1,307.53,307.53,2011-03-31 11:37:00,2011-03-31 11:37:00,1,123,15,15,1,United Kingdom,0,Low Value
13061,1,248.61,248.61,2011-09-28 16:04:00,2011-09-28 16:04:00,1,107,10,10,1,United Kingdom,0,Low Value
13062,1,346.98,346.98,2011-06-01 15:12:00,2011-06-01 15:12:00,1,343,11,11,1,United Kingdom,0,Low Value
13064,4,1105.59,276.4,2011-01-16 13:41:00,2011-11-27 12:31:00,4,514,51,68,1,United Kingdom,314,Medium Value
13065,1,205.86,205.86,2010-12-01 16:52:00,2010-12-01 16:52:00,1,74,14,14,1,United Kingdom,0,Low Value
13066,2,470.8,235.4,2011-11-07 17:06:00,2011-11-15 12:57:00,1,322,48,48,1,United Kingdom,7,Medium Value
13067,1,115.46,115.46,2011-09-18 13:38:00,2011-09-18 13:38:00,1,32,14,15,1,United Kingdom,0,Low Value
13068,2,344.0,172.0,2011-01-24 08:20:00,2011-11-29 15:00:00,2,200,1,2,1,United Kingdom,309,Low Value
13069,24,4431.44,184.64,2010-12-05 11:02:00,2011-12-09 08:39:00,13,5873,281,424,1,United Kingdom,368,High Value
13070,1,228.8,228.8,2011-05-31 13:45:00,2011-05-31 13:45:00,1,110,9,9,1,United Kingdom,0,Low Value
13072,1,177.15,177.15,2011-03-18 08:12:00,2011-03-18 08:12:00,1,69,7,7,1,United Kingdom,0,Low Value
13075,1,919.61,919.61,2011-08-02 10:19:00,2011-08-02 10:19:00,1,485,22,22,1,United Kingdom,0,Medium Value
13077,4,728.02,182.0,2010-12-08 14:59:00,2011-12-08 19:24:00,3,862,99,111,1,United Kingdom,365,Medium Value
13078,26,12627.94,485.69,2010-12-08 09:07:00,2011-12-06 15:36:00,13,5630,95,358,1,United Kingdom,363,High Value
13079,5,220.1,44.02,2011-07-22 14:41:00,2011-12-05 16:53:00,4,62,2,6,1,United Kingdom,136,Low Value
13080,1,58.08,58.08,2011-06-13 14:59:00,2011-06-13 14:59:00,1,120,6,6,1,United Kingdom,0,Low Value
13081,11,28337.38,2576.13,2010-12-03 17:20:00,2011-11-28 10:54:00,7,19068,503,1024,1,United Kingdom,359,High Value
13082,9,3613.63,401.51,2011-01-05 15:42:00,2011-08-05 16:16:00,6,4324,63,73,1,United Kingdom,212,High Value
13083,2,303.75,151.88,2011-09-25 10:46:00,2011-12-05 15:01:00,2,187,15,18,1,United Kingdom,71,Low Value
13085,2,416.08,208.04,2011-02-17 13:57:00,2011-07-05 12:11:00,2,216,17,22,1,United Kingdom,137,Medium Value
13089,97,58762.08,605.79,2010-12-05 10:27:00,2011-12-07 09:02:00,13,31025,636,1814,1,United Kingdom,366,High Value
13090,14,8910.82,636.49,2010-12-02 07:48:00,2011-12-01 12:39:00,10,2263,98,155,1,United Kingdom,364,High Value
13091,1,345.82,345.82,2011-11-11 15:54:00,2011-11-11 15:54:00,1,466,21,21,1,United Kingdom,0,Low Value
13092,5,477.83,95.57,2010-12-15 12:27:00,2011-09-30 11:18:00,5,279,19,25,1,United Kingdom,288,Medium Value
13093,8,7832.47,979.06,2010-12-01 15:00:00,2011-03-09 12:14:00,4,3961,97,159,1,United Kingdom,97,High Value
13094,12,1927.32,160.61,2010-12-06 10:34:00,2011-11-18 14:07:00,10,1716,4,24,1,United Kingdom,347,Medium Value
13095,1,74.4,74.4,2011-09-30 12:03:00,2011-09-30 12:03:00,1,144,6,6,1,United Kingdom,0,Low Value
13097,10,6003.22,600.32,2010-12-14 15:13:00,2011-11-07 10:43:00,9,2360,214,421,1,United Kingdom,327,High Value
13098,28,28882.44,1031.52,2011-01-26 13:46:00,2011-12-08 14:14:00,12,15968,156,572,1,United Kingdom,316,High Value
13099,1,207.36,207.36,2011-09-01 17:40:00,2011-09-01 17:40:00,1,288,1,1,1,United Kingdom,0,Low Value
13101,1,101.19,101.19,2011-04-19 14:37:00,2011-04-19 14:37:00,1,113,8,8,1,United Kingdom,0,Low Value
13102,24,6424.09,267.67,2010-12-09 13:38:00,2011-12-08 12:52:00,12,4204,140,304,1,United Kingdom,363,High Value
13103,1,243.94,243.94,2011-10-31 09:38:00,2011-10-31 09:38:00,1,82,8,8,1,United Kingdom,0,Low Value
13104,6,1098.48,183.08,2010-12-20 11:58:00,2011-12-06 13:10:00,6,504,14,20,1,United Kingdom,351,Medium Value
13106,1,76.5,76.5,2011-07-29 15:12:00,2011-07-29 15:12:00,1,18,1,1,1,United Kingdom,0,Low Value
13107,4,1531.62,382.9,2011-01-10 12:28:00,2011-10-26 14:52:00,4,1293,54,58,1,United Kingdom,289,Medium Value
13108,1,350.06,350.06,2010-12-02 10:35:00,2010-12-02 10:35:00,1,298,10,10,1,United Kingdom,0,Medium Value
13109,2,786.54,393.27,2011-07-05 14:56:00,2011-10-11 10:16:00,2,520,41,47,1,United Kingdom,97,Medium Value
13110,7,1488.67,212.67,2011-02-01 15:24:00,2011-11-08 14:30:00,5,388,109,145,1,United Kingdom,279,Medium Value
13113,24,12245.96,510.25,2010-12-08 13:21:00,2011-12-09 12:49:00,11,3045,95,200,1,United Kingdom,365,High Value
13115,4,2294.78,573.7,2011-06-08 16:15:00,2011-11-28 12:38:00,3,1567,88,120,1,United Kingdom,172,High Value
13116,1,501.14,501.14,2011-07-24 14:33:00,2011-07-24 14:33:00,1,291,30,30,1,United Kingdom,0,Medium Value
13117,8,984.91,123.11,2010-12-02 13:11:00,2011-11-18 12:02:00,7,945,66,76,1,United Kingdom,350,Medium Value
13118,5,1197.81,239.56,2011-02-24 12:32:00,2011-11-20 12:46:00,4,410,68,79,1,United Kingdom,269,Medium Value
13120,1,30.6,30.6,2011-04-15 10:19:00,2011-04-15 10:19:00,1,12,1,1,1,United Kingdom,0,Low Value
13121,1,283.73,283.73,2011-03-15 16:47:00,2011-03-15 16:47:00,1,252,50,50,1,United Kingdom,0,Low Value
13122,2,922.39,461.2,2011-04-13 14:12:00,2011-09-06 15:53:00,2,585,54,55,1,United Kingdom,146,Medium Value
13124,3,3756.33,1252.11,2010-12-15 15:00:00,2011-09-11 12:45:00,3,2119,185,222,1,United Kingdom,269,High Value
13126,8,2099.64,262.46,2010-12-08 11:42:00,2011-12-05 10:00:00,6,2143,124,140,1,United Kingdom,361,High Value
13127,1,259.17,259.17,2011-09-23 10:26:00,2011-09-23 10:26:00,1,127,15,15,1,United Kingdom,0,Low Value
13130,1,64.0,64.0,2011-09-06 15:30:00,2011-09-06 15:30:00,1,32,2,2,1,United Kingdom,0,Low Value
13131,3,1073.3,357.77,2011-06-05 10:54:00,2011-11-16 13:21:00,3,447,30,44,1,United Kingdom,164,Medium Value
13132,1,77.3,77.3,2011-03-23 12:44:00,2011-03-23 12:44:00,1,20,3,3,1,United Kingdom,0,Low Value
13133,2,109.8,54.9,2011-02-08 15:48:00,2011-03-11 10:31:00,2,32,7,7,1,United Kingdom,30,Low Value
13134,4,1793.58,448.4,2011-04-13 12:57:00,2011-09-15 10:35:00,3,1059,94,98,1,United Kingdom,154,Medium Value
13135,1,3096.0,3096.0,2011-05-27 10:52:00,2011-05-27 10:52:00,1,4300,1,1,1,United Kingdom,0,High Value
13136,5,2607.61,521.52,2011-05-11 12:47:00,2011-10-14 13:41:00,4,1328,94,127,1,United Kingdom,156,High Value
13137,8,3603.29,450.41,2011-02-04 11:54:00,2011-11-29 12:09:00,7,2204,345,687,1,United Kingdom,298,High Value
13138,6,962.39,160.4,2010-12-02 15:03:00,2011-11-17 16:51:00,6,473,31,63,1,United Kingdom,350,Medium Value
13139,7,5064.94,723.56,2011-03-25 11:57:00,2011-11-23 13:54:00,5,2425,132,170,1,United Kingdom,243,High Value
13140,3,422.47,140.82,2010-12-08 15:12:00,2011-08-23 15:33:00,2,185,40,45,1,United Kingdom,258,Medium Value
13141,5,2388.75,477.75,2011-01-28 13:04:00,2011-09-16 09:54:00,4,1548,113,135,1,United Kingdom,230,High Value
13142,1,307.09,307.09,2011-11-20 16:07:00,2011-11-20 16:07:00,1,258,23,23,1,United Kingdom,0,Low Value
13144,1,110.95,110.95,2011-01-11 11:15:00,2011-01-11 11:15:00,1,21,3,3,1,United Kingdom,0,Low Value
13145,4,618.52,154.63,2010-12-02 18:06:00,2011-10-31 12:45:00,4,145,5,6,1,United Kingdom,332,Medium Value
13146,1,228.91,228.91,2011-11-13 15:29:00,2011-11-13 15:29:00,1,154,16,17,1,United Kingdom,0,Low Value
13147,4,712.8,178.2,2011-09-01 12:28:00,2011-11-29 13:59:00,3,144,1,4,1,United Kingdom,89,Medium Value
13148,12,3683.26,306.94,2010-12-10 13:06:00,2011-11-10 15:23:00,6,1965,231,312,1,United Kingdom,335,High Value
13149,4,1676.06,419.02,2011-02-23 13:57:00,2011-11-25 13:09:00,4,1280,76,86,1,United Kingdom,274,Medium Value
13151,1,1257.87,1257.87,2011-02-17 12:29:00,2011-02-17 12:29:00,1,363,73,74,1,United Kingdom,0,Medium Value
13153,1,486.22,486.22,2011-12-04 12:14:00,2011-12-04 12:14:00,1,418,15,15,1,United Kingdom,0,Medium Value
13155,4,971.76,242.94,2010-12-06 12:44:00,2011-11-06 15:41:00,4,497,67,85,1,United Kingdom,335,Medium Value
13157,4,1741.22,435.3,2011-02-14 14:03:00,2011-10-21 13:50:00,4,1439,69,87,1,United Kingdom,248,Medium Value
13158,4,1201.06,300.26,2011-01-25 09:58:00,2011-09-06 11:58:00,4,784,59,79,1,United Kingdom,224,Medium Value
13159,4,1429.35,357.34,2011-08-16 11:44:00,2011-12-01 11:20:00,3,1058,114,120,1,United Kingdom,106,Medium Value
13160,1,91.8,91.8,2011-11-17 13:07:00,2011-11-17 13:07:00,1,56,4,4,1,United Kingdom,0,Low Value
13161,1,112.75,112.75,2011-01-30 14:03:00,2011-01-30 14:03:00,1,29,8,8,1,United Kingdom,0,Low Value
13162,4,1688.29,422.07,2011-01-09 10:43:00,2011-08-09 15:59:00,4,1713,74,79,1,United Kingdom,212,Medium Value
13165,2,1021.48,510.74,2010-12-23 14:06:00,2011-10-24 15:05:00,2,1376,40,42,1,United Kingdom,305,Medium Value
13166,1,417.2,417.2,2011-03-01 15:16:00,2011-03-01 15:16:00,1,216,39,41,1,United Kingdom,0,Medium Value
13167,4,791.33,197.83,2011-07-19 12:13:00,2011-11-21 12:24:00,4,785,51,65,1,United Kingdom,125,Medium Value
13168,4,1299.59,324.9,2011-01-25 13:55:00,2011-11-03 12:56:00,4,670,102,126,1,United Kingdom,281,Medium Value
13169,2,712.88,356.44,2011-04-01 14:24:00,2011-10-07 12:11:00,2,272,11,13,1,United Kingdom,188,Medium Value
13170,1,108.81,108.81,2011-11-13 12:19:00,2011-11-13 12:19:00,1,141,29,30,1,United Kingdom,0,Low Value
13171,3,468.41,156.14,2011-02-13 14:16:00,2011-11-18 10:27:00,3,229,37,46,1,United Kingdom,277,Medium Value
13173,2,353.65,176.82,2010-12-07 14:30:00,2011-12-05 15:51:00,2,277,41,43,1,United Kingdom,363,Medium Value
13174,3,2742.82,914.27,2010-12-05 16:24:00,2011-11-23 14:35:00,3,1352,228,293,1,United Kingdom,352,High Value
13176,1,481.49,481.49,2011-10-24 15:43:00,2011-10-24 15:43:00,1,448,66,67,1,United Kingdom,0,Medium Value
13177,1,282.45,282.45,2011-10-06 09:56:00,2011-10-06 09:56:00,1,91,17,17,1,United Kingdom,0,Low Value
13178,11,5725.47,520.5,2010-12-14 12:22:00,2011-11-13 16:14:00,8,3570,95,265,1,United Kingdom,334,High Value
13182,1,121.18,121.18,2011-10-25 13:46:00,2011-10-25 13:46:00,1,201,11,11,1,United Kingdom,0,Low Value
13183,9,3957.78,439.75,2011-01-09 10:50:00,2011-12-02 10:30:00,8,2208,51,94,1,United Kingdom,326,High Value
13184,10,1668.95,166.9,2011-02-22 17:25:00,2011-11-25 12:02:00,6,1662,138,179,1,United Kingdom,275,Medium Value
13185,1,71.4,71.4,2011-03-17 11:56:00,2011-03-17 11:56:00,1,12,1,1,1,United Kingdom,0,Low Value
13186,3,1575.89,525.3,2011-08-03 09:09:00,2011-10-31 11:40:00,3,820,69,79,1,United Kingdom,89,Medium Value
13187,1,236.02,236.02,2011-01-06 18:57:00,2011-01-06 18:57:00,1,95,37,37,1,United Kingdom,0,Low Value
13188,1,114.6,114.6,2011-11-28 15:28:00,2011-11-28 15:28:00,1,25,2,2,1,United Kingdom,0,Low Value
13189,2,260.68,130.34,2011-08-16 13:12:00,2011-11-21 10:39:00,2,842,29,29,1,United Kingdom,96,Low Value
13192,2,911.94,455.97,2011-05-18 14:57:00,2011-09-05 14:13:00,2,595,57,63,1,United Kingdom,109,Medium Value
13193,1,112.08,112.08,2011-10-09 14:30:00,2011-10-09 14:30:00,1,46,22,25,1,United Kingdom,0,Low Value
13194,1,60.7,60.7,2011-07-27 09:01:00,2011-07-27 09:01:00,1,26,3,3,1,United Kingdom,0,Low Value
13196,4,1797.78,449.44,2011-03-22 14:24:00,2011-11-28 13:54:00,3,1224,97,110,1,United Kingdom,250,Medium Value
13198,6,3401.24,566.87,2010-12-13 09:29:00,2011-11-29 15:17:00,6,2648,199,226,1,United Kingdom,351,High Value
13199,38,9817.12,258.35,2010-12-08 10:51:00,2011-12-06 12:30:00,13,6176,48,119,1,United Kingdom,363,High Value
13200,4,870.09,217.52,2011-08-05 14:50:00,2011-11-20 15:35:00,3,516,42,46,1,United Kingdom,107,Medium Value
13203,4,869.46,217.36,2011-04-11 14:40:00,2011-11-30 10:45:00,4,800,56,57,1,United Kingdom,232,Medium Value
13207,2,250.26,125.13,2011-07-12 11:35:00,2011-11-24 14:52:00,2,130,7,8,1,United Kingdom,135,Low Value
13208,6,1217.65,202.94,2011-02-03 19:32:00,2011-10-12 09:54:00,5,803,124,148,1,United Kingdom,250,Medium Value
13209,8,5891.61,736.45,2010-12-13 10:31:00,2011-11-09 13:54:00,6,4253,255,321,1,United Kingdom,331,High Value
13210,1,353.48,353.48,2011-09-07 08:18:00,2011-09-07 08:18:00,1,316,22,22,1,United Kingdom,0,Medium Value
13211,3,1095.42,365.14,2010-12-13 16:17:00,2011-11-29 14:43:00,3,834,45,55,1,United Kingdom,350,Medium Value
13212,3,786.83,262.28,2011-10-09 14:48:00,2011-11-20 12:40:00,2,309,128,141,1,United Kingdom,41,Medium Value
13213,5,1520.58,304.12,2011-05-24 12:22:00,2011-10-14 11:42:00,4,1360,82,90,1,United Kingdom,142,Medium Value
13216,1,333.74,333.74,2011-03-17 12:18:00,2011-03-17 12:18:00,1,297,5,5,1,United Kingdom,0,Low Value
13217,3,533.98,177.99,2011-07-06 12:08:00,2011-08-09 15:32:00,2,262,3,4,1,United Kingdom,34,Medium Value
13218,1,62.64,62.64,2011-08-04 16:59:00,2011-08-04 16:59:00,1,88,5,5,1,United Kingdom,0,Low Value
13220,4,819.29,204.82,2011-04-17 10:59:00,2011-09-22 13:38:00,4,196,18,21,1,United Kingdom,158,Medium Value
13221,2,847.41,423.71,2010-12-15 13:24:00,2011-04-13 16:58:00,2,244,62,66,1,United Kingdom,119,Medium Value
13223,2,163.2,81.6,2011-04-21 15:16:00,2011-05-23 13:03:00,2,88,5,5,1,United Kingdom,31,Low Value
13224,2,2155.95,1077.97,2011-07-11 14:10:00,2011-10-10 14:55:00,2,1518,101,108,1,United Kingdom,91,High Value
13225,7,6463.84,923.41,2010-12-13 09:49:00,2011-12-06 13:29:00,7,3416,23,32,1,United Kingdom,358,High Value
13226,1,108.21,108.21,2011-03-11 14:35:00,2011-03-11 14:35:00,1,80,16,16,1,United Kingdom,0,Low Value
13227,1,257.7,257.7,2011-05-22 11:47:00,2011-05-22 11:47:00,1,99,9,9,1,United Kingdom,0,Low Value
13228,1,358.0,358.0,2011-09-19 14:28:00,2011-09-19 14:28:00,1,200,2,2,1,United Kingdom,0,Medium Value
13229,1,160.95,160.95,2011-04-28 12:07:00,2011-04-28 12:07:00,1,63,10,10,1,United Kingdom,0,Low Value
13230,14,2755.63,196.83,2010-12-09 19:28:00,2011-12-05 16:03:00,9,1638,393,587,1,United Kingdom,360,High Value
13232,7,1328.35,189.76,2011-04-10 13:48:00,2011-11-27 10:39:00,5,773,147,202,1,United Kingdom,230,Medium Value
13233,2,605.12,302.56,2011-01-07 14:49:00,2011-09-26 13:25:00,2,1004,43,43,1,United Kingdom,261,Medium Value
13235,1,1031.07,1031.07,2011-05-11 17:13:00,2011-05-11 17:13:00,1,441,53,58,1,United Kingdom,0,Medium Value
13236,2,744.85,372.42,2011-08-25 08:58:00,2011-11-15 12:50:00,2,416,34,36,1,United Kingdom,82,Medium Value
13238,4,700.73,175.18,2010-12-14 14:37:00,2011-11-22 15:37:00,3,298,20,31,1,United Kingdom,343,Medium Value
13239,1,329.56,329.56,2011-03-23 10:25:00,2011-03-23 10:25:00,1,327,21,21,1,United Kingdom,0,Low Value
13240,4,663.65,165.91,2010-12-09 12:49:00,2011-09-04 14:08:00,4,298,59,67,1,United Kingdom,269,Medium Value
13242,3,270.4,90.13,2011-05-10 12:26:00,2011-08-19 12:53:00,2,130,12,13,1,United Kingdom,101,Low Value
13243,1,585.12,585.12,2011-05-20 13:14:00,2011-05-20 13:14:00,1,232,56,57,1,United Kingdom,0,Medium Value
13244,1,121.74,121.74,2011-09-08 11:46:00,2011-09-08 11:46:00,1,38,27,27,1,United Kingdom,0,Low Value
13245,1,430.5,430.5,2011-10-20 11:40:00,2011-10-20 11:40:00,1,125,16,16,1,United Kingdom,0,Medium Value
13246,6,1961.52,326.92,2011-01-13 13:36:00,2011-11-21 16:50:00,5,1587,110,136,1,United Kingdom,312,Medium Value
13247,4,501.12,125.28,2011-09-18 11:31:00,2011-11-22 10:59:00,3,328,18,25,1,United Kingdom,64,Medium Value
13248,2,465.68,232.84,2011-06-03 13:05:00,2011-08-07 12:40:00,2,305,25,26,1,United Kingdom,64,Medium Value
13249,3,711.41,237.14,2011-03-23 15:26:00,2011-09-08 13:26:00,2,546,21,23,1,United Kingdom,168,Medium Value
13253,2,1030.4,515.2,2011-01-04 15:43:00,2011-07-06 10:09:00,2,1572,35,36,1,United Kingdom,182,Medium Value
13255,2,399.51,199.76,2010-12-01 11:58:00,2011-11-30 13:14:00,2,177,13,13,1,United Kingdom,364,Medium Value
13258,3,672.83,224.28,2011-05-18 13:11:00,2011-11-28 09:31:00,2,282,28,36,1,United Kingdom,193,Medium Value
13259,1,283.18,283.18,2011-10-09 10:48:00,2011-10-09 10:48:00,1,126,77,81,1,United Kingdom,0,Low Value
13260,1,557.62,557.62,2011-10-09 13:21:00,2011-10-09 13:21:00,1,142,8,8,1,United Kingdom,0,Medium Value
13261,2,944.1,472.05,2011-02-27 10:41:00,2011-03-16 12:22:00,2,210,8,9,1,United Kingdom,17,Medium Value
13262,1,200.29,200.29,2011-03-21 15:06:00,2011-03-21 15:06:00,1,125,11,11,1,United Kingdom,0,Low Value
13263,35,7436.93,212.48,2011-01-18 16:31:00,2011-12-08 13:59:00,11,4768,450,1667,1,United Kingdom,323,High Value
13265,5,2092.66,418.53,2011-03-11 09:54:00,2011-10-17 15:02:00,5,1740,66,90,1,United Kingdom,220,High Value
13266,12,3834.26,319.52,2011-03-28 10:14:00,2011-11-28 14:39:00,9,4428,82,187,1,United Kingdom,245,High Value
13267,19,4521.49,237.97,2010-12-08 09:20:00,2011-12-07 11:12:00,10,1969,88,211,1,United Kingdom,364,High Value
13268,11,3174.75,288.61,2011-03-17 13:20:00,2011-11-22 11:51:00,6,3624,257,433,1,United Kingdom,249,High Value
13269,15,5343.28,356.22,2010-12-05 11:51:00,2011-12-08 14:53:00,10,3513,177,315,1,United Kingdom,368,High Value
