StockCode,product_description,product_total_quantity,product_total_revenue,product_order_count,product_customer_count,product_country_count,product_avg_unit_price,product_first_sold_date,product_last_sold_date
21316,SMALL CHUNKY GLASS ROMAN  BOWL,148,153.64,9,9,1,1.51,2011-01-27 16:43:00,2011-04-10 13:36:00
21317,GLASS SPHERE CANDLE STAND MEDIUM,95,510.75,26,23,2,5.41,2011-01-23 14:59:00,2011-12-06 10:27:00
21318,GLASS CHALICE BLUE SMALL,678,369.0,40,38,5,0.88,2011-01-07 10:47:00,2011-05-06 10:10:00
21319,GLASS CHALICE GREEN  SMALL,147,129.51,12,12,2,1.21,2010-12-14 13:02:00,2011-04-10 13:36:00
21320,GLASS CHALICE GREEN  LARGE,186,309.66,11,10,2,1.6,2011-01-27 16:43:00,2011-04-07 13:09:00
21324,HANGING MEDINA LANTERN SMALL,69,203.55,20,20,2,2.95,2010-12-01 09:53:00,2011-04-18 10:21:00
21326,AGED GLASS SILVER T-LIGHT HOLDER,10040,6052.0,277,168,5,0.64,2010-12-01 11:45:00,2011-12-09 11:56:00
21327,SKULLS WRITING SET,538,887.7,145,99,2,1.65,2010-12-01 12:23:00,2011-12-08 12:50:00
21328,BALLOONS  WRITING SET,755,1253.95,187,135,8,1.68,2010-12-01 11:21:00,2011-12-09 11:34:00
21329,DINOSAURS  WRITING SET,586,975.1,168,120,5,1.69,2010-12-01 12:23:00,2011-12-09 11:34:00
21331,MOROCCAN BEATEN METAL DISH LARGE,11,140.25,7,7,2,12.75,2010-12-13 15:12:00,2011-11-16 15:52:00
21332,MOROCCAN BEATEN METAL MIRROR,14,143.3,8,8,2,10.55,2011-01-09 15:13:00,2011-08-15 14:51:00
21333,CLASSIC WHITE FRAME,55,162.25,15,15,1,2.95,2010-12-01 13:23:00,2011-04-05 12:37:00
21336,GOLD WASHBAG,8,23.6,3,3,1,2.95,2010-12-06 14:46:00,2011-05-20 11:53:00
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,925,10123.16,260,179,11,12.19,2010-12-01 09:53:00,2011-12-07 12:55:00
21344,MOROCCAN BEATEN METAL DISH,14,139.3,5,5,2,9.95,2011-07-06 11:10:00,2011-12-08 12:54:00
21348,PINK SPOTS CHOCOLATE NESTING BOXES,139,355.65,5,5,1,2.79,2010-12-16 10:38:00,2011-01-26 10:51:00
21349,IVY HEART WREATH,12,81.0,7,7,2,6.75,2010-12-02 17:48:00,2011-11-01 15:55:00
21351,CINAMMON & ORANGE WREATH,101,654.55,31,27,4,6.7,2010-12-01 15:35:00,2011-12-09 12:20:00
21352,EUCALYPTUS & PINECONE  WREATH,311,1118.65,37,35,3,4.37,2010-12-01 15:37:00,2011-11-15 16:42:00
21354,TOAST ITS - BEST MUM,751,885.95,68,55,5,1.22,2010-12-01 16:11:00,2011-12-01 11:18:00
21355,TOAST ITS - I LOVE YOU,772,955.4,107,95,8,1.24,2010-12-02 10:39:00,2011-12-09 11:34:00
21356,TOAST ITS - FAIRY FLOWER,303,361.9,53,37,6,1.19,2010-12-02 10:17:00,2011-12-05 17:17:00
21357,TOAST ITS - DINOSAUR,19,23.75,10,9,2,1.25,2010-12-02 15:46:00,2011-03-28 12:52:00
21358,TOAST ITS - HAPPY BIRTHDAY,327,408.75,59,54,8,1.25,2010-12-01 12:43:00,2011-12-06 16:21:00
21359,RELAX LARGE WOOD LETTERS,126,743.7,26,22,2,7.99,2011-01-04 12:51:00,2011-08-11 14:54:00
21360,JOY LARGE WOOD LETTERS,37,194.15,14,14,2,7.38,2010-12-02 09:44:00,2011-06-06 15:31:00
21361,LOVE LARGE WOOD LETTERS,91,1127.85,54,42,2,12.72,2010-12-05 13:55:00,2011-07-22 17:21:00
21363,HOME SMALL WOOD LETTERS,207,1024.65,90,67,2,4.95,2010-12-01 09:59:00,2011-09-25 14:33:00
21364,PEACE SMALL WOOD LETTERS,25,168.75,21,19,1,6.75,2010-12-02 08:52:00,2011-10-13 12:38:00
21365,MIRRORED WALL ART STARS,348,360.0,42,35,4,1.1,2010-12-01 16:21:00,2011-12-08 19:24:00
21366,MIRRORED WALL ART PHOTO FRAMES,24,102.0,10,9,2,4.25,2010-12-06 12:21:00,2011-12-07 15:07:00
21367,MIRRORED WALL ART GENTS,163,159.51,35,29,1,1.56,2010-12-01 12:31:00,2011-12-05 17:17:00
21368,MIRRORED WALL ART LADIES,160,128.4,30,25,1,0.87,2011-01-16 11:07:00,2011-12-05 11:31:00
21369,MIRRORED WALL ART SPLODGES,98,142.5,13,12,2,1.63,2011-03-07 13:51:00,2011-12-05 11:31:00
21370,MIRRORED WALL ART FOXY,15,88.2,8,7,1,4.94,2010-12-01 12:31:00,2011-12-07 16:56:00
21371,MIRRORED WALL ART POPPIES,275,274.65,32,27,5,1.09,2011-01-21 09:52:00,2011-12-08 19:24:00
21372,MIRRORED WALL ART TABLE LAMP,67,75.73,25,18,3,1.33,2010-12-19 14:41:00,2011-11-28 15:54:00
21373,MIRRORED WALL ART SNOWFLAKES,507,380.25,45,41,3,0.75,2011-06-07 10:44:00,2011-12-07 15:07:00
21374,MIRRORED WALL ART SKULLS,294,400.0,40,37,3,1.69,2010-12-01 16:21:00,2011-12-01 11:10:00
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,22,107.3,10,9,2,4.69,2010-12-08 12:46:00,2011-12-04 10:11:00
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,29,149.65,13,13,2,5.13,2010-12-08 12:46:00,2011-12-04 10:11:00
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,123.21,19,18,2,1.45,2010-12-03 12:24:00,2011-12-07 14:39:00
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,129,175.05,22,21,2,1.48,2010-12-12 11:26:00,2011-12-07 14:39:00
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,141,155.61,23,22,2,1.14,2010-12-03 12:24:00,2011-12-07 14:39:00
21380,WOODEN HAPPY BIRTHDAY GARLAND,2090,5901.3,232,138,13,2.97,2010-12-01 17:35:00,2011-12-02 10:22:00
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1695,2726.31,138,88,8,1.69,2010-12-02 11:41:00,2011-12-06 11:58:00
21382,SET/4 SPRING FLOWER DECORATION,1040,1151.8,93,64,3,1.66,2010-12-09 13:03:00,2011-12-01 12:01:00
21383,PACK OF 12 STICKY BUNNIES,765,497.25,77,75,5,0.65,2010-12-02 11:41:00,2011-12-08 15:02:00
21385,IVORY HANGING DECORATION  HEART,3558,2952.54,205,153,5,0.86,2010-12-02 12:10:00,2011-12-06 14:50:00
21386,IVORY HANGING DECORATION  EGG,689,253.01,46,42,3,0.45,2010-12-15 10:17:00,2011-12-04 12:32:00
21389,IVORY HANGING DECORATION  BIRD,1015,862.75,94,81,5,0.85,2010-12-16 19:04:00,2011-12-04 13:55:00
21390,FILIGRIS HEART WITH BUTTERFLY,3778,4540.38,174,120,3,1.26,2010-12-02 11:41:00,2011-12-06 17:23:00
21391,FRENCH LAVENDER SCENT HEART,965,846.6,75,69,5,1.0,2010-12-16 16:45:00,2011-11-21 11:57:00
21392,RED POLKADOT PUDDING BOWL,32,38.13,6,5,2,1.37,2010-12-02 15:46:00,2011-03-17 19:01:00
21393,BLUE POLKADOT PUDDING BOWL,29,38.67,7,7,1,1.46,2010-12-02 15:46:00,2011-03-28 12:23:00
21394,RED POLKADOT BEAKER,3822,1538.62,114,88,9,0.44,2010-12-23 11:46:00,2011-11-13 11:55:00
21395,BLUE POLKADOT BEAKER,2806,1094.34,78,63,7,0.39,2011-03-20 11:43:00,2011-11-03 16:56:00
21397,BLUE POLKADOT EGG CUP,1016,445.26,44,43,3,0.53,2010-12-07 09:13:00,2011-04-19 16:52:00
21398,RED POLKADOT COFFEE  MUG,1499,642.75,49,43,5,0.67,2010-12-01 16:57:00,2011-04-19 16:52:00
21399,BLUE POLKADOT COFFEE MUG,2035,826.14,62,50,5,0.56,2010-12-02 15:46:00,2011-06-05 10:50:00
21400,RED PUDDING SPOON,837,109.74,48,42,1,0.16,2010-12-16 11:53:00,2011-12-04 14:55:00
21401,BLUE PUDDING SPOON,1010,132.3,58,48,4,0.15,2010-12-05 15:12:00,2011-12-06 12:21:00
21402,RED  EGG  SPOON,1290,155.4,61,54,7,0.12,2011-03-13 12:39:00,2011-11-30 17:37:00
21403,BLUE EGG  SPOON,1718,258.72,71,58,7,0.13,2010-12-22 11:07:00,2011-12-06 12:21:00
21407,BROWN CHECK CAT DOORSTOP,233,965.0,94,79,4,4.22,2010-12-03 11:35:00,2011-11-22 11:18:00
21408,SPOTTY PINK DUCK DOORSTOP,221,752.51,65,50,5,4.07,2010-12-02 15:03:00,2011-12-08 14:39:00
21411,GINGHAM HEART  DOORSTOP RED,714,2371.26,185,147,6,3.9,2010-12-01 09:59:00,2011-12-08 19:29:00
21413,PERIWINKLE T-LIGHT HOLDER,36,45.0,10,8,1,1.25,2010-12-05 12:42:00,2011-11-13 15:29:00
21414,SCALLOP SHELL SOAP DISH,1,2.1,1,1,1,2.1,2011-02-22 16:13:00,2011-02-22 16:13:00
21415,CLAM SHELL SMALL,202,375.73,30,25,2,1.97,2010-12-02 13:49:00,2011-12-08 15:31:00
21416,CLAM SHELL LARGE,5,18.75,4,4,1,3.75,2010-12-02 13:49:00,2011-03-22 16:08:00
21417,COCKLE SHELL DISH,289,420.88,32,24,1,1.77,2010-12-02 13:49:00,2011-12-09 11:56:00
21418,STARFISH SOAP DISH,59,115.25,12,11,1,2.01,2011-02-25 11:33:00,2011-12-07 13:53:00
21420,OYSTER TRINKET BOX,47,83.87,13,12,1,2.9,2011-01-20 12:04:00,2011-12-07 16:47:00
21421,PORCELAIN ROSE LARGE,298,345.14,13,11,2,1.24,2010-12-02 07:48:00,2011-05-24 14:00:00
21422,PORCELAIN ROSE SMALL,1560,1218.36,46,32,4,0.91,2010-12-02 07:48:00,2011-11-28 15:54:00
21424,WOODLAND STORAGE BOX LARGE,227,612.05,22,19,7,2.88,2010-12-17 15:58:00,2011-10-25 17:31:00
21425,SKULLS STORAGE BOX LARGE,67,188.05,16,12,2,2.92,2010-12-16 13:33:00,2011-12-06 16:34:00
21426,WOODLAND STORAGE BOX SMALL,213,411.3,17,15,7,2.04,2010-12-02 15:46:00,2011-11-30 09:53:00
21427,SKULLS STORAGE BOX SMALL,77,161.7,25,21,3,2.1,2010-12-01 12:43:00,2011-12-06 16:34:00
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1098,4259.3,182,117,14,4.18,2010-12-02 11:22:00,2011-12-06 14:35:00
21429,RED GINGHAM ROSE JEWELLERY BOX,1612,2917.2,217,147,13,1.88,2010-12-01 14:03:00,2011-12-08 13:43:00
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2698,9401.82,319,186,13,3.69,2010-12-02 11:41:00,2011-12-08 14:38:00
21439,BASKET OF TOADSTOOLS,1322,1574.98,77,51,9,1.25,2010-12-05 11:57:00,2011-12-08 13:50:00
21441,BLUE BIRDHOUSE DECORATION,376,223.3,38,34,6,0.76,2010-12-01 12:36:00,2011-12-08 14:53:00
21442,GREEN BIRDHOUSE DECORATION,386,229.46,36,31,5,0.71,2010-12-10 11:01:00,2011-12-08 15:54:00
21445,12 PINK ROSE PEG PLACE SETTINGS,214,267.5,21,17,2,1.25,2010-12-05 12:15:00,2011-07-22 13:53:00
21446,12 RED ROSE PEG PLACE SETTINGS,392,490.0,75,47,6,1.25,2010-12-03 14:35:00,2011-12-08 19:28:00
21447,12 IVORY ROSE PEG PLACE SETTINGS,749,936.25,91,56,4,1.25,2010-12-05 11:49:00,2011-09-11 15:47:00
21448,12 DAISY PEGS IN WOOD BOX,322,531.3,62,46,2,1.65,2010-12-01 11:49:00,2011-10-16 12:06:00
21452,TOADSTOOL MONEY BOX,745,2140.15,133,109,12,2.94,2010-12-01 13:17:00,2011-12-07 14:43:00
21454,PAINTED PINK RABBIT,317,269.45,43,41,2,0.85,2010-12-10 13:27:00,2011-12-07 13:12:00
21455,PAINTED YELLOW WOODEN DAISY,271,230.35,32,32,2,0.85,2011-01-05 15:56:00,2011-12-07 13:12:00
21456,2 PICTURE BOOK EGGS EASTER CHICKS,161,201.25,19,17,2,1.25,2011-01-23 13:58:00,2011-12-07 14:39:00
21457,2 PICTURE BOOK EGGS EASTER DUCKS,115,143.75,16,15,2,1.25,2011-01-23 13:25:00,2011-11-09 15:09:00
21458,2 PICTURE BOOK EGGS EASTER BUNNY,158,197.5,19,18,3,1.25,2011-01-17 15:19:00,2011-11-09 15:09:00
21459,YELLOW EASTER EGG HUNT START POST,75,146.25,18,16,2,1.95,2011-01-14 09:52:00,2011-04-18 14:50:00
21460,GREEN EASTER EGG HUNT START POST,26,50.7,9,9,2,1.95,2011-01-14 09:52:00,2011-03-23 11:48:00
21461,BLUE EASTER EGG HUNT START POST,8,15.6,4,4,1,1.95,2011-01-16 16:23:00,2011-03-23 11:48:00
21462,"NURSERY A,B,C PAINTED LETTERS",192,859.2,67,57,4,5.89,2010-12-01 15:35:00,2011-12-09 10:20:00
21463,MIRRORED DISCO BALL,642,3393.4,129,77,3,5.79,2010-12-01 11:21:00,2011-12-07 10:11:00
21464,DISCO BALL ROTATOR BATTERY OPERATED,244,1034.0,102,57,3,4.25,2010-12-01 11:21:00,2011-12-01 14:38:00
21465,PINK FLOWER CROCHET FOOD COVER,193,727.46,63,55,3,3.81,2010-12-02 13:32:00,2011-12-01 12:55:00
21466,RED FLOWER CROCHET FOOD COVER,267,982.49,91,71,3,3.9,2010-12-01 13:54:00,2011-12-07 12:26:00
21467,CHERRY CROCHET FOOD COVER,215,813.67,78,58,5,3.85,2010-12-01 13:54:00,2011-12-05 13:14:00
21468,BUTTERFLY CROCHET FOOD COVER,123,468.67,50,43,2,3.9,2010-12-05 12:29:00,2011-11-29 13:06:00
21469,POLKA DOT RAFFIA FOOD COVER,250,941.21,71,57,4,3.8,2010-12-01 13:54:00,2011-12-07 08:45:00
21470,FLOWER VINE RAFFIA FOOD COVER,336,1271.13,114,77,4,3.85,2010-12-02 13:32:00,2011-12-05 16:04:00
21471,STRAWBERRY RAFFIA FOOD COVER,493,1695.15,92,77,5,3.72,2010-12-01 13:54:00,2011-11-23 13:51:00
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,446.25,33,29,3,3.75,2010-12-01 17:15:00,2011-07-15 15:32:00
21473,SWEETHEART CREAM STEEL TABLE RECT,22,438.9,18,16,1,19.95,2010-12-13 15:26:00,2011-11-20 15:35:00
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,463.45,18,14,1,14.95,2011-01-25 14:33:00,2011-10-19 13:58:00
21479,WHITE SKULL HOT WATER BOTTLE,2699,10215.47,378,252,9,4.02,2010-12-01 10:52:00,2011-12-09 11:56:00
21481,FAWN BLUE HOT WATER BOTTLE,2919,9196.05,379,253,15,3.36,2010-12-01 12:08:00,2011-12-09 11:59:00
21484,CHICK GREY HOT WATER BOTTLE,1545,5770.27,282,205,8,3.9,2010-12-01 10:47:00,2011-12-08 12:54:00
21485,RETROSPOT HEART HOT WATER BOTTLE,3326,15827.18,533,371,14,4.96,2010-12-01 10:19:00,2011-12-09 11:26:00
21486,PINK HEART DOTS HOT WATER BOTTLE,8,30.0,4,4,1,3.75,2010-12-01 12:43:00,2010-12-05 12:13:00
21488,RED WHITE SCARF  HOT WATER BOTTLE,3,11.85,2,2,1,3.95,2010-12-01 12:35:00,2010-12-01 16:58:00
21494,ROTATING LEAVES T-LIGHT HOLDER,1222,1617.23,126,79,7,1.37,2010-12-01 11:58:00,2011-12-08 13:50:00
21495,SKULLS AND CROSSBONES WRAP,5800,2356.0,165,102,5,0.42,2010-12-01 14:41:00,2011-12-08 15:03:00
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409.0,230,177,10,0.42,2010-12-01 13:23:00,2011-12-09 12:16:00
21498,RED RETROSPOT WRAP,10522,4310.24,335,238,14,0.42,2010-12-01 13:23:00,2011-12-08 15:03:00
21499,BLUE POLKADOT WRAP,6900,2798.0,215,175,16,0.42,2010-12-02 15:19:00,2011-12-08 12:29:00
21500,PINK POLKADOT WRAP,6350,2593.0,213,162,15,0.42,2010-12-02 15:00:00,2011-12-05 09:03:00
21503,TOYBOX  WRAP,726,288.92,23,22,5,0.42,2010-12-19 14:41:00,2011-11-30 16:43:00
21504,SKULLS GREETING CARD,1860,753.12,96,74,2,0.42,2010-12-02 13:14:00,2011-12-07 13:46:00
21506,"FANCY FONT BIRTHDAY CARD,",4704,1895.76,250,171,9,0.42,2010-12-01 10:39:00,2011-12-09 12:16:00
21507,"ELEPHANT, BIRTHDAY CARD,",3194,1308.96,198,139,10,0.43,2010-12-02 15:19:00,2011-12-09 12:16:00
21508,VINTAGE KID DOLLY CARD,2381,966.07,145,108,11,0.43,2010-12-02 15:19:00,2011-12-08 10:24:00
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3581,1444.75,203,142,7,0.43,2010-12-01 16:21:00,2011-12-08 14:39:00
21518,BANK ACCOUNT  GREETING  CARD,265,106.98,17,16,3,0.42,2010-12-02 10:39:00,2011-04-05 10:58:00
21519,GIN & TONIC DIET GREETING CARD,3217,1320.9,191,100,6,0.42,2010-12-01 13:23:00,2011-12-08 17:12:00
21520,BOOZE & WOMEN GREETING CARD,457,187.62,33,29,4,0.42,2010-12-01 13:24:00,2011-11-01 13:37:00
21523,DOORMAT FANCY FONT HOME SWEET HOME,3087,19149.07,397,203,9,7.87,2010-12-01 09:41:00,2011-12-09 10:20:00
21524,DOORMAT SPOTTY HOME SWEET HOME,1657,12055.32,405,251,16,7.96,2010-12-01 13:54:00,2011-12-08 20:01:00
21527,RED RETROSPOT TRADITIONAL TEAPOT,464,3508.8,133,95,7,7.86,2010-12-02 11:41:00,2011-05-15 16:02:00
21528,DAIRY MAID TRADITIONAL TEAPOT,176,1209.2,86,62,4,6.93,2010-12-02 19:18:00,2011-11-29 15:09:00
21530,DAIRY MAID TOASTRACK,756,690.12,83,64,3,1.07,2010-12-02 19:18:00,2011-12-08 13:50:00
21531,RED RETROSPOT SUGAR JAM BOWL,1469,3448.95,206,143,10,2.51,2010-12-02 18:08:00,2011-12-07 08:03:00
21533,RETROSPOT LARGE MILK JUG,1307,6217.65,310,209,11,4.88,2010-12-01 09:41:00,2011-12-09 08:48:00
21534,DAIRY MAID LARGE MILK JUG,321,1563.75,124,94,3,4.93,2010-12-07 13:01:00,2011-12-07 11:42:00
21535,RED RETROSPOT SMALL MILK JUG,2450,5804.7,310,204,9,2.53,2010-12-09 14:25:00,2011-12-08 17:24:00
21537,RED RETROSPOT PUDDING BOWL,326,1337.5,57,50,9,4.23,2010-12-02 11:41:00,2011-12-07 08:45:00
21538,DAIRY MAID  PUDDING BOWL,5,18.75,2,2,1,3.75,2010-12-02 11:41:00,2010-12-09 13:34:00
21539,RED RETROSPOT BUTTER DISH,936,4414.8,211,123,8,4.9,2010-12-02 15:18:00,2011-11-01 14:54:00
21544,SKULLS  WATER TRANSFER TATTOOS,1869,1519.85,113,80,7,0.84,2010-12-01 11:41:00,2011-12-08 11:43:00
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,72,212.4,16,13,2,2.95,2010-12-06 15:25:00,2011-03-22 13:11:00
21555,CERAMIC STRAWBERRY TRINKET TRAY,55,140.25,12,11,6,2.55,2010-12-05 11:57:00,2011-11-06 16:07:00
21556,CERAMIC STRAWBERRY MONEY BOX,804,1859.4,47,38,7,2.52,2010-12-01 12:08:00,2011-11-23 12:20:00
21557,SET OF 6 FUNKY BEAKERS,300,854.04,51,26,4,3.22,2010-12-01 09:41:00,2011-12-06 12:19:00
21558,SKULL LUNCH BOX WITH CUTLERY,1940,4609.5,265,167,9,2.53,2010-12-03 14:35:00,2011-12-05 13:14:00
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3711,8721.89,426,233,14,2.56,2010-12-01 09:37:00,2011-12-09 10:13:00
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227,2868.78,167,116,10,2.56,2010-12-02 12:28:00,2011-12-08 11:43:00
21562,HAWAIIAN GRASS SKIRT,319,368.35,25,20,3,1.23,2010-12-10 09:33:00,2011-11-21 12:53:00
21563,RED HEART SHAPE LOVE BUCKET,1358,2591.02,134,95,7,2.73,2010-12-02 12:18:00,2011-12-09 10:46:00
21564,PINK  HEART SHAPE LOVE BUCKET,1016,1686.52,103,63,7,2.74,2010-12-03 12:24:00,2011-12-09 10:46:00
21576,LETS GO SHOPPING COTTON TOTE BAG,177,403.67,46,40,8,2.37,2010-12-01 14:05:00,2011-12-08 11:25:00
21577,SAVE THE PLANET COTTON TOTE BAG,549,1235.25,116,94,12,2.25,2010-12-01 12:31:00,2011-12-02 13:20:00
21578,WOODLAND DESIGN  COTTON TOTE BAG,583,1311.75,82,68,15,2.25,2010-12-02 15:46:00,2011-11-06 12:50:00
21579,LOLITA  DESIGN  COTTON TOTE BAG,152,342.0,32,30,8,2.25,2010-12-01 14:05:00,2011-12-06 12:19:00
21580,RABBIT  DESIGN  COTTON TOTE BAG,90,202.5,24,21,5,2.25,2010-12-05 13:21:00,2011-11-30 15:31:00
21581,SKULLS  DESIGN  COTTON TOTE BAG,165,371.25,40,33,5,2.25,2010-12-02 15:46:00,2011-11-25 13:30:00
21584,RETROSPOT SMALL TUBE MATCHES,1059,1743.35,146,119,6,1.65,2010-12-01 12:23:00,2011-12-07 12:21:00
21586,KINGS CHOICE GIANT TUBE MATCHES,731,1691.25,66,54,2,2.5,2010-12-01 12:15:00,2011-11-07 11:16:00
21587,COSY HOUR GIANT TUBE MATCHES,195,475.65,26,25,2,2.53,2010-12-01 11:21:00,2011-10-18 10:53:00
21588,RETROSPOT GIANT TUBE MATCHES,1494,3442.5,132,99,4,2.53,2010-12-01 12:43:00,2011-12-08 11:43:00
21591,COSY HOUR CIGAR BOX MATCHES,1183,1451.39,143,114,5,1.25,2010-12-01 12:15:00,2011-12-09 11:34:00
21592,RETROSPOT CIGAR BOX MATCHES,2138,2135.32,210,156,6,1.13,2010-12-01 11:21:00,2011-12-08 14:39:00
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,760,2069.2,73,59,2,2.92,2010-12-01 11:45:00,2011-08-30 14:09:00
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,221,632.75,38,37,1,2.94,2010-12-05 16:24:00,2011-10-27 13:33:00
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,48,141.6,7,7,1,2.95,2011-04-19 10:19:00,2011-05-31 10:43:00
21615,4 LAVENDER BOTANICAL DINNER CANDLES,839,1193.75,100,86,6,1.69,2010-12-09 12:20:00,2011-12-04 15:00:00
21616,4 PEAR BOTANICAL DINNER CANDLES,755,1093.75,104,84,6,1.69,2010-12-05 15:12:00,2011-12-08 13:04:00
21617,4 LILY  BOTANICAL DINNER CANDLES,470,848.0,76,62,3,2.29,2010-12-06 17:16:00,2011-11-20 11:33:00
21618,4 WILDFLOWER BOTANICAL CANDLES,301,471.25,51,48,2,2.0,2010-12-06 12:41:00,2011-11-14 17:40:00
21619,4 VANILLA BOTANICAL CANDLES,896,1247.5,121,99,4,1.62,2010-12-13 13:10:00,2011-12-08 13:50:00
21620,SET OF 4 ROSE BOTANICAL CANDLES,795,1188.75,124,97,5,1.75,2010-12-01 16:57:00,2011-12-09 11:26:00
21621,VINTAGE UNION JACK BUNTING,2538,20945.16,391,267,7,8.51,2010-12-01 12:31:00,2011-12-06 13:20:00
21622,VINTAGE UNION JACK CUSHION COVER,358,1755.3,92,76,9,4.94,2010-12-01 10:03:00,2011-12-07 14:12:00
21623,VINTAGE UNION JACK MEMOBOARD,3252,22679.28,205,139,5,9.76,2010-12-02 13:32:00,2011-12-08 13:18:00
21624,VINTAGE UNION JACK DOORSTOP,203,1184.85,82,72,5,5.93,2010-12-05 13:55:00,2011-12-04 12:52:00
21625,VINTAGE UNION JACK APRON,303,2112.39,113,97,4,7.0,2010-12-01 13:21:00,2011-12-07 15:07:00
21626,VINTAGE UNION JACK PENNANT,741,1444.95,74,64,1,1.95,2010-12-05 11:04:00,2011-11-21 16:24:00
21627,ELEPHANT CARNIVAL POUFFE,38,568.1,24,14,3,14.95,2010-12-07 10:47:00,2011-10-24 14:47:00
21628,TRIANGULAR POUFFE VINTAGE,43,605.45,16,14,5,14.68,2010-12-09 11:48:00,2011-12-08 11:25:00
21629,SQUARE FLOOR CUSHION VINTAGE RED,51,395.45,25,13,1,7.87,2010-12-01 16:57:00,2011-12-08 19:28:00
21630,FLOOR CUSHION ELEPHANT CARNIVAL,54,461.3,22,13,3,8.81,2010-12-05 13:17:00,2011-12-07 12:19:00
21631,HIPPY CHIC DECORATIVE PARASOL,155,761.85,16,15,1,7.25,2010-12-14 12:59:00,2011-11-17 14:24:00
21632,VINTAGE PINK DECORATIVE PARASOL,60,237.0,5,5,1,3.95,2010-12-14 12:59:00,2011-01-05 10:35:00
21633,SUNFLOWER DECORATIVE PARASOL,87,528.45,14,13,2,10.24,2010-12-16 17:43:00,2011-11-21 10:27:00
21634,ASSORTED MINI MADRAS NOTEBOOK,948,462.6,23,22,2,0.58,2011-03-04 10:21:00,2011-10-16 15:13:00
21635,MADRAS NOTEBOOK LARGE,270,367.5,15,15,2,1.92,2010-12-05 12:42:00,2011-07-13 11:00:00
21636,MADRAS NOTEBOOK MEDIUM,911,699.45,71,60,4,0.8,2011-02-10 09:21:00,2011-12-05 14:29:00
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109,136.25,6,6,2,1.25,2011-03-20 15:02:00,2011-10-10 15:27:00
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,233,489.3,31,25,2,2.1,2010-12-06 13:34:00,2011-12-08 13:50:00
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,529,437.17,46,38,2,0.85,2010-12-05 16:00:00,2011-12-08 13:50:00
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1102,367.98,23,19,1,0.48,2011-02-10 16:52:00,2011-09-16 13:32:00
21642,ASSORTED TUTTI FRUTTI PEN,2451,800.95,90,79,3,0.38,2010-12-03 14:54:00,2011-12-05 17:36:00
21643,ASSORTED TUTTI FRUTTI MIRROR,490,594.26,31,27,5,1.24,2010-12-01 16:57:00,2011-11-15 14:32:00
21644,ASSORTED TUTTI FRUTTI HEART BOX,215,268.75,32,29,1,1.25,2010-12-06 13:13:00,2011-11-27 16:27:00
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,106,222.6,24,21,1,2.1,2010-12-06 12:41:00,2011-11-27 12:00:00
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,646,780.14,31,26,6,1.24,2010-12-06 12:40:00,2011-11-15 14:32:00
21650,ASSORTED TUTTI FRUTTI BRACELET,2197,440.89,61,48,5,0.24,2010-12-05 12:53:00,2011-12-07 12:55:00
21651,HANGING GLASS ETCHED TEALIGHT,125,191.85,10,9,2,1.61,2010-12-01 12:15:00,2011-02-21 13:51:00
21654,RIDGED GLASS FINGER BOWL,934,427.86,47,40,2,0.66,2010-12-01 13:21:00,2011-09-18 12:21:00
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36,60.84,2,1,1,1.69,2011-01-11 13:54:00,2011-02-11 13:53:00
21656,RIDGED GLASS POSY VASE,117,169.65,17,15,4,1.45,2010-12-15 12:09:00,2011-04-21 13:22:00
21657,MILK BOTTLE WITH GLASS STOPPER,28,194.6,15,11,2,6.95,2010-12-01 13:21:00,2011-02-20 13:18:00
21658,GLASS  BEURRE DISH,770,2862.22,126,82,6,3.9,2010-12-01 13:21:00,2011-07-19 12:10:00
21661,VINTAGE GLASS TEA CADDY,3,17.85,3,3,1,5.95,2011-01-04 11:34:00,2011-02-22 13:20:00
