InvoiceNo,CustomerID,Country,OrderDate,OrderMonth,order_line_count,order_unique_products,order_total_quantity,order_total_revenue,order_avg_unit_price
544160,16494,United Kingdom,2011-02-16 12:49:00,2011-02,50,47,675,826.53,1.5
544161,16875,United Kingdom,2011-02-16 12:59:00,2011-02,22,22,233,398.79,2.88
544162,14959,United Kingdom,2011-02-16 13:00:00,2011-02,22,22,138,178.66,1.28
544163,16875,United Kingdom,2011-02-16 13:02:00,2011-02,2,2,18,37.5,2.3
544164,17306,United Kingdom,2011-02-16 13:02:00,2011-02,6,6,762,601.94,1.48
544165,14210,United Kingdom,2011-02-16 13:11:00,2011-02,16,16,102,308.78,3.64
544166,14051,United Kingdom,2011-02-16 13:14:00,2011-02,4,4,50,337.5,6.75
544167,14755,United Kingdom,2011-02-16 13:14:00,2011-02,27,27,134,506.02,5.68
544168,13798,United Kingdom,2011-02-16 13:16:00,2011-02,2,2,144,314.4,2.0
544169,13078,United Kingdom,2011-02-16 13:44:00,2011-02,13,13,129,348.57,4.35
544170,16148,United Kingdom,2011-02-16 14:01:00,2011-02,1,1,72,76.32,1.06
544176,18219,United Kingdom,2011-02-16 14:18:00,2011-02,6,6,45,94.31,2.81
544177,13001,United Kingdom,2011-02-16 14:27:00,2011-02,94,86,930,1820.67,2.11
544178,14543,United Kingdom,2011-02-16 14:40:00,2011-02,6,6,105,388.05,3.2
544179,17422,United Kingdom,2011-02-16 14:44:00,2011-02,17,17,219,321.25,1.89
544180,14309,United Kingdom,2011-02-16 14:48:00,2011-02,8,8,280,233.42,1.19
544181,17175,United Kingdom,2011-02-16 14:56:00,2011-02,27,27,332,519.08,2.13
544182,18257,United Kingdom,2011-02-16 15:13:00,2011-02,15,15,112,328.4,4.36
544183,17857,United Kingdom,2011-02-16 15:43:00,2011-02,3,3,524,786.84,1.42
544185,16684,United Kingdom,2011-02-16 15:51:00,2011-02,1,1,141,149.46,1.06
544187,14107,United Kingdom,2011-02-16 16:31:00,2011-02,15,15,211,257.85,2.32
544189,15867,United Kingdom,2011-02-16 16:40:00,2011-02,8,8,36,133.0,6.1
544190,13089,United Kingdom,2011-02-16 16:56:00,2011-02,15,15,239,193.01,1.93
544191,13089,United Kingdom,2011-02-16 16:57:00,2011-02,30,30,367,772.8,2.76
544192,13089,United Kingdom,2011-02-16 16:58:00,2011-02,1,1,6,17.7,2.95
544193,12431,Belgium,2011-02-17 08:23:00,2011-02,37,37,279,640.1,3.68
544194,16839,United Kingdom,2011-02-17 08:40:00,2011-02,12,12,346,597.58,3.31
544195,13305,United Kingdom,2011-02-17 08:58:00,2011-02,6,6,146,152.7,2.23
544196,13327,United Kingdom,2011-02-17 09:47:00,2011-02,5,5,102,202.9,2.49
544197,12971,United Kingdom,2011-02-17 09:52:00,2011-02,3,3,26,105.5,4.37
544198,12971,United Kingdom,2011-02-17 09:53:00,2011-02,3,3,36,84.0,2.33
544199,13777,United Kingdom,2011-02-17 10:04:00,2011-02,6,6,144,244.68,1.82
544200,12494,France,2011-02-17 10:08:00,2011-02,16,16,116,250.0,3.61
544203,12362,Belgium,2011-02-17 10:30:00,2011-02,27,27,229,479.1,2.67
544209,16235,United Kingdom,2011-02-17 10:51:00,2011-02,12,12,61,235.79,6.55
544210,14911,EIRE,2011-02-17 11:01:00,2011-02,14,14,87,281.12,6.52
544211,13018,United Kingdom,2011-02-17 11:05:00,2011-02,18,18,166,331.2,2.35
544271,17083,United Kingdom,2011-02-17 11:46:00,2011-02,14,14,190,304.66,2.1
544277,13718,United Kingdom,2011-02-17 11:58:00,2011-02,7,7,135,114.05,5.01
544278,15382,United Kingdom,2011-02-17 12:01:00,2011-02,65,65,910,1019.42,2.06
544280,14754,United Kingdom,2011-02-17 12:21:00,2011-02,15,15,173,228.27,2.77
544281,12500,Germany,2011-02-17 12:23:00,2011-02,5,5,303,373.98,6.56
544282,17865,United Kingdom,2011-02-17 12:24:00,2011-02,19,19,318,655.28,2.29
544283,13668,United Kingdom,2011-02-17 12:27:00,2011-02,17,16,887,1131.46,1.59
544286,13151,United Kingdom,2011-02-17 12:29:00,2011-02,74,73,363,1257.87,5.69
544292,16745,United Kingdom,2011-02-17 12:33:00,2011-02,27,27,316,296.15,2.19
544293,17954,United Kingdom,2011-02-17 12:42:00,2011-02,60,60,758,325.54,1.73
544294,15601,United Kingdom,2011-02-17 12:42:00,2011-02,36,36,368,570.88,2.5
544295,14298,United Kingdom,2011-02-17 12:43:00,2011-02,58,58,1206,1097.58,1.35
544296,14298,United Kingdom,2011-02-17 12:47:00,2011-02,2,2,196,55.44,0.29
544297,14298,United Kingdom,2011-02-17 12:48:00,2011-02,2,2,20,46.2,2.25
544298,14298,United Kingdom,2011-02-17 12:51:00,2011-02,21,21,646,790.86,2.98
544299,13178,United Kingdom,2011-02-17 12:55:00,2011-02,25,25,326,414.0,1.91
544301,14606,United Kingdom,2011-02-17 12:59:00,2011-02,24,24,76,147.33,3.09
544302,12654,Germany,2011-02-17 13:16:00,2011-02,11,11,77,166.6,3.51
544303,18116,United Kingdom,2011-02-17 13:28:00,2011-02,41,41,57,161.95,2.77
544304,18125,United Kingdom,2011-02-17 13:47:00,2011-02,42,42,113,175.75,2.21
544305,15044,United Kingdom,2011-02-17 13:54:00,2011-02,13,13,48,205.5,5.68
544306,13085,United Kingdom,2011-02-17 13:57:00,2011-02,13,13,172,278.1,3.13
544307,15903,United Kingdom,2011-02-17 14:04:00,2011-02,16,16,384,161.28,0.42
544308,16525,United Kingdom,2011-02-17 14:11:00,2011-02,4,4,130,347.1,3.68
544309,15785,United Kingdom,2011-02-17 14:17:00,2011-02,29,29,557,928.58,2.77
544311,17841,United Kingdom,2011-02-17 14:19:00,2011-02,49,49,91,175.04,1.97
544312,17841,United Kingdom,2011-02-17 14:26:00,2011-02,2,2,3,8.25,3.3
544313,14099,United Kingdom,2011-02-17 14:36:00,2011-02,17,17,212,200.59,1.42
544314,13767,United Kingdom,2011-02-17 14:42:00,2011-02,14,14,175,277.81,2.82
544315,12748,United Kingdom,2011-02-17 14:42:00,2011-02,14,14,19,23.95,1.39
544316,16556,United Kingdom,2011-02-17 14:49:00,2011-02,43,43,362,640.14,3.25
544317,18138,United Kingdom,2011-02-17 14:51:00,2011-02,8,8,38,152.65,6.26
544319,14379,United Kingdom,2011-02-17 15:03:00,2011-02,17,17,128,110.98,1.87
544320,17381,United Kingdom,2011-02-17 15:40:00,2011-02,1,1,480,57.6,0.12
544322,14211,United Kingdom,2011-02-17 15:50:00,2011-02,5,5,156,145.2,1.51
544328,14371,United Kingdom,2011-02-17 16:35:00,2011-02,4,4,34,100.5,3.78
544329,17288,United Kingdom,2011-02-17 16:43:00,2011-02,3,3,60,53.4,1.05
544330,17576,United Kingdom,2011-02-17 16:59:00,2011-02,22,22,122,147.2,1.98
544331,12455,Cyprus,2011-02-17 17:05:00,2011-02,1,1,1,15.0,15.0
544332,17419,United Kingdom,2011-02-17 17:34:00,2011-02,14,14,238,333.0,2.82
544334,16353,United Kingdom,2011-02-17 19:16:00,2011-02,1,1,24,118.8,4.95
544335,14702,United Kingdom,2011-02-17 19:21:00,2011-02,13,13,31,101.25,3.75
544336,13230,United Kingdom,2011-02-17 19:36:00,2011-02,28,25,106,139.78,2.46
544337,13425,United Kingdom,2011-02-18 08:34:00,2011-02,27,27,282,401.57,2.73
544338,12852,United Kingdom,2011-02-18 08:47:00,2011-02,17,17,149,311.55,3.65
544339,15228,United Kingdom,2011-02-18 09:04:00,2011-02,32,32,751,904.85,2.97
544340,12527,Germany,2011-02-18 09:41:00,2011-02,5,5,108,152.4,1.48
544341,13012,United Kingdom,2011-02-18 09:43:00,2011-02,19,19,165,377.27,3.58
544349,16713,United Kingdom,2011-02-18 10:03:00,2011-02,14,14,146,398.22,3.98
544350,17389,United Kingdom,2011-02-18 10:07:00,2011-02,2,2,12,96.9,8.07
544351,16182,United Kingdom,2011-02-18 10:11:00,2011-02,4,4,500,825.0,1.65
544352,15290,United Kingdom,2011-02-18 10:16:00,2011-02,15,15,149,298.73,4.24
544353,18229,United Kingdom,2011-02-18 10:32:00,2011-02,5,5,60,359.8,7.31
544354,13489,United Kingdom,2011-02-18 10:42:00,2011-02,6,6,64,77.28,1.49
544355,12714,France,2011-02-18 10:53:00,2011-02,53,53,753,968.3,2.44
544356,13904,United Kingdom,2011-02-18 11:18:00,2011-02,17,17,223,201.12,1.13
544368,14057,United Kingdom,2011-02-18 11:27:00,2011-02,57,57,490,617.48,2.04
544390,14911,EIRE,2011-02-18 11:36:00,2011-02,10,10,61,162.7,8.25
544391,15755,United Kingdom,2011-02-18 11:53:00,2011-02,19,19,198,314.68,2.95
544392,14680,United Kingdom,2011-02-18 11:54:00,2011-02,22,22,1223,2807.31,2.31
544393,16393,United Kingdom,2011-02-18 11:56:00,2011-02,32,32,151,214.05,1.85
544394,13932,United Kingdom,2011-02-18 12:02:00,2011-02,16,16,72,307.4,6.1
544395,13397,United Kingdom,2011-02-18 12:13:00,2011-02,7,7,103,301.85,3.11
544398,15311,United Kingdom,2011-02-18 12:27:00,2011-02,24,24,321,518.2,2.32
544399,12594,Italy,2011-02-18 12:28:00,2011-02,13,13,111,256.0,4.12
544400,14101,United Kingdom,2011-02-18 12:31:00,2011-02,12,12,1090,1092.43,1.49
544404,16401,United Kingdom,2011-02-18 12:56:00,2011-02,5,5,122,177.9,1.67
544405,16814,United Kingdom,2011-02-18 13:10:00,2011-02,11,11,50,179.6,3.44
544406,16726,United Kingdom,2011-02-18 13:26:00,2011-02,59,49,282,397.29,2.27
544407,14606,United Kingdom,2011-02-18 13:26:00,2011-02,1,1,1,15.0,15.0
544408,16726,United Kingdom,2011-02-18 13:29:00,2011-02,8,8,105,58.9,2.08
544409,16265,United Kingdom,2011-02-18 13:32:00,2011-02,35,35,328,799.38,4.08
544411,13799,United Kingdom,2011-02-18 14:18:00,2011-02,16,16,186,341.7,2.27
544412,16531,United Kingdom,2011-02-18 14:21:00,2011-02,17,17,193,245.91,2.25
544421,13951,United Kingdom,2011-02-18 15:21:00,2011-02,12,12,140,212.56,2.79
544423,12553,France,2011-02-18 15:23:00,2011-02,1,1,15,6.3,0.42
544426,16765,United Kingdom,2011-02-18 15:41:00,2011-02,1,1,4,34.0,8.5
544430,16306,United Kingdom,2011-02-18 15:45:00,2011-02,1,1,2,5.1,2.55
544439,13798,United Kingdom,2011-02-20 10:16:00,2011-02,3,3,398,358.8,1.31
544440,15465,United Kingdom,2011-02-20 10:28:00,2011-02,4,4,80,645.56,5.81
544441,16566,United Kingdom,2011-02-20 10:29:00,2011-02,2,2,14,94.9,6.25
544443,13725,United Kingdom,2011-02-20 10:43:00,2011-02,1,1,16,136.0,8.5
544444,13246,United Kingdom,2011-02-20 10:51:00,2011-02,23,23,351,383.95,2.11
544445,16746,United Kingdom,2011-02-20 10:56:00,2011-02,56,54,197,553.3,4.3
544446,12891,United Kingdom,2011-02-20 11:28:00,2011-02,1,1,100,42.0,0.42
544447,16466,United Kingdom,2011-02-20 11:39:00,2011-02,16,14,62,109.12,1.56
544448,14878,United Kingdom,2011-02-20 12:01:00,2011-02,18,17,58,111.88,3.02
544449,16115,United Kingdom,2011-02-20 12:14:00,2011-02,24,24,77,138.83,2.51
544450,17811,United Kingdom,2011-02-20 12:23:00,2011-02,103,96,491,1242.95,3.48
544452,14162,United Kingdom,2011-02-20 12:32:00,2011-02,13,13,110,177.68,3.65
544453,17214,United Kingdom,2011-02-20 13:06:00,2011-02,19,18,51,149.55,3.49
544454,13301,United Kingdom,2011-02-20 13:13:00,2011-02,20,20,95,173.91,2.6
544455,13097,United Kingdom,2011-02-20 13:18:00,2011-02,50,46,287,587.01,3.88
544456,14803,United Kingdom,2011-02-20 13:21:00,2011-02,14,11,216,542.15,3.43
544457,14667,United Kingdom,2011-02-20 13:46:00,2011-02,12,12,160,333.6,2.85
544459,17838,United Kingdom,2011-02-20 13:52:00,2011-02,34,33,490,752.14,3.76
544460,16931,United Kingdom,2011-02-20 14:01:00,2011-02,67,67,218,302.37,2.2
544461,13744,United Kingdom,2011-02-20 14:08:00,2011-02,44,44,899,817.32,1.55
544462,17050,United Kingdom,2011-02-20 14:21:00,2011-02,66,62,257,530.79,3.22
544463,12988,United Kingdom,2011-02-20 14:31:00,2011-02,83,75,126,505.82,4.28
544464,17323,United Kingdom,2011-02-20 14:38:00,2011-02,32,31,119,141.69,1.52
544465,13168,United Kingdom,2011-02-20 15:06:00,2011-02,23,23,144,199.3,2.93
544466,14606,United Kingdom,2011-02-20 15:43:00,2011-02,24,24,97,113.85,2.43
544467,14502,United Kingdom,2011-02-20 15:51:00,2011-02,71,70,105,293.33,3.36
544470,12707,France,2011-02-21 08:38:00,2011-02,33,33,256,603.42,3.24
544471,18094,United Kingdom,2011-02-21 08:50:00,2011-02,16,16,264,504.72,2.47
544472,15129,United Kingdom,2011-02-21 09:09:00,2011-02,14,14,117,355.4,4.94
544473,14229,United Kingdom,2011-02-21 09:45:00,2011-02,6,6,108,305.16,5.09
544474,12423,Belgium,2011-02-21 09:52:00,2011-02,15,15,194,192.31,2.35
544475,17361,United Kingdom,2011-02-21 09:55:00,2011-02,1,1,12,45.0,3.75
544476,14796,United Kingdom,2011-02-21 09:58:00,2011-02,69,68,240,328.88,2.08
544477,16029,United Kingdom,2011-02-21 10:07:00,2011-02,5,5,336,567.84,1.87
544478,16333,United Kingdom,2011-02-21 10:11:00,2011-02,1,1,216,399.6,1.85
544479,14646,Netherlands,2011-02-21 10:28:00,2011-02,76,76,8174,11956.1,1.97
544480,14646,Netherlands,2011-02-21 10:32:00,2011-02,43,43,4034,6323.38,2.89
544481,18155,United Kingdom,2011-02-21 10:36:00,2011-02,8,8,91,113.93,2.02
544482,16656,United Kingdom,2011-02-21 10:41:00,2011-02,7,7,616,659.28,1.74
544483,12524,Germany,2011-02-21 10:53:00,2011-02,12,12,271,525.34,4.43
544484,15321,United Kingdom,2011-02-21 11:10:00,2011-02,38,38,545,1159.47,3.04
544485,17757,United Kingdom,2011-02-21 11:35:00,2011-02,20,20,76,146.8,2.42
544495,12766,Portugal,2011-02-21 11:42:00,2011-02,43,43,454,973.65,3.74
544556,13477,United Kingdom,2011-02-21 12:29:00,2011-02,12,12,120,185.4,3.29
544565,18055,United Kingdom,2011-02-21 12:53:00,2011-02,17,17,126,306.0,3.05
544568,15065,United Kingdom,2011-02-21 12:54:00,2011-02,48,48,548,773.66,3.4
544569,16980,United Kingdom,2011-02-21 12:58:00,2011-02,72,67,369,681.86,2.54
544571,15146,United Kingdom,2011-02-21 13:07:00,2011-02,63,63,914,834.22,1.43
544572,14639,United Kingdom,2011-02-21 13:21:00,2011-02,29,29,239,558.59,6.28
544573,12621,Germany,2011-02-21 13:40:00,2011-02,22,22,520,892.95,3.74
544574,12365,Cyprus,2011-02-21 13:51:00,2011-02,21,21,173,320.69,2.7
544578,12365,Cyprus,2011-02-21 14:04:00,2011-02,1,1,1,320.69,320.69
544582,13410,United Kingdom,2011-02-21 14:38:00,2011-02,8,8,140,250.24,1.98
544585,12523,France,2011-02-21 14:58:00,2011-02,8,8,78,143.4,5.58
544586,17338,United Kingdom,2011-02-21 15:04:00,2011-02,117,110,477,1100.25,2.79
544591,13044,United Kingdom,2011-02-21 15:20:00,2011-02,33,33,429,560.47,3.26
544592,16775,United Kingdom,2011-02-21 15:30:00,2011-02,10,10,26,171.05,6.68
544596,16441,United Kingdom,2011-02-21 17:35:00,2011-02,13,12,110,211.0,2.45
544597,16014,United Kingdom,2011-02-21 17:42:00,2011-02,58,58,102,253.63,2.92
544600,18061,United Kingdom,2011-02-22 08:24:00,2011-02,2,2,17,108.15,6.45
544601,16638,United Kingdom,2011-02-22 09:00:00,2011-02,32,32,376,528.27,2.92
544602,13767,United Kingdom,2011-02-22 09:01:00,2011-02,11,11,198,437.9,2.79
544603,17526,United Kingdom,2011-02-22 09:10:00,2011-02,4,4,96,634.2,7.3
544604,13576,United Kingdom,2011-02-22 09:11:00,2011-02,2,2,144,364.32,2.74
544605,17512,United Kingdom,2011-02-22 09:13:00,2011-02,1,1,144,79.2,0.55
544606,14520,United Kingdom,2011-02-22 09:15:00,2011-02,1,1,100,165.0,1.65
544607,13862,United Kingdom,2011-02-22 10:00:00,2011-02,15,15,169,253.75,2.07
544610,16912,United Kingdom,2011-02-22 10:09:00,2011-02,15,15,136,330.3,4.39
544611,16912,United Kingdom,2011-02-22 10:09:00,2011-02,3,3,72,30.24,0.42
544612,18087,United Kingdom,2011-02-22 10:43:00,2011-02,1,1,3906,3202.92,0.82
544633,17315,United Kingdom,2011-02-22 10:59:00,2011-02,5,5,116,131.8,1.39
544634,17994,United Kingdom,2011-02-22 11:02:00,2011-02,43,43,188,305.3,2.31
544636,18257,United Kingdom,2011-02-22 11:05:00,2011-02,1,1,12,35.4,2.95
544637,16546,United Kingdom,2011-02-22 11:20:00,2011-02,19,19,393,487.75,1.9
544638,14688,United Kingdom,2011-02-22 11:33:00,2011-02,12,12,252,325.42,1.74
544642,17811,United Kingdom,2011-02-22 11:41:00,2011-02,13,13,50,139.8,3.34
544643,13038,United Kingdom,2011-02-22 11:43:00,2011-02,15,15,186,395.1,2.24
544644,17002,United Kingdom,2011-02-22 11:46:00,2011-02,17,17,266,513.06,3.18
544645,16843,United Kingdom,2011-02-22 11:58:00,2011-02,28,28,560,1240.4,2.66
544646,17075,United Kingdom,2011-02-22 12:06:00,2011-02,28,28,105,373.74,4.93
544647,14060,United Kingdom,2011-02-22 12:13:00,2011-02,16,16,474,402.66,0.95
544648,15722,United Kingdom,2011-02-22 12:24:00,2011-02,11,10,112,324.05,4.8
544650,16349,United Kingdom,2011-02-22 12:40:00,2011-02,9,9,9,53.5,5.94
544651,13694,United Kingdom,2011-02-22 12:51:00,2011-02,23,23,1740,1972.7,1.71
544652,13694,United Kingdom,2011-02-22 12:53:00,2011-02,5,5,360,479.76,2.03
544654,16913,United Kingdom,2011-02-22 12:56:00,2011-02,8,8,82,113.44,2.07
544656,17442,United Kingdom,2011-02-22 13:02:00,2011-02,28,28,302,440.83,2.63
544657,14895,United Kingdom,2011-02-22 13:08:00,2011-02,118,118,964,2346.34,4.49
544658,13113,United Kingdom,2011-02-22 13:18:00,2011-02,11,11,128,425.92,3.27
544659,18114,United Kingdom,2011-02-22 13:20:00,2011-02,28,28,55,220.1,5.53
544660,15078,United Kingdom,2011-02-22 13:47:00,2011-02,36,36,299,590.03,2.91
544661,15303,United Kingdom,2011-02-22 13:59:00,2011-02,31,31,248,574.02,3.84
544662,12845,United Kingdom,2011-02-22 14:10:00,2011-02,21,21,21,65.09,3.1
544663,18188,United Kingdom,2011-02-22 14:43:00,2011-02,16,16,164,426.6,3.41
544664,16045,United Kingdom,2011-02-22 14:55:00,2011-02,43,43,438,664.45,2.38
544666,16907,United Kingdom,2011-02-22 15:00:00,2011-02,29,29,66,229.83,4.93
544667,17511,United Kingdom,2011-02-22 15:09:00,2011-02,34,34,2874,3336.76,1.92
544668,16573,United Kingdom,2011-02-22 15:14:00,2011-02,16,16,111,292.63,4.49
544670,16161,United Kingdom,2011-02-22 15:22:00,2011-02,27,27,64,181.13,3.05
544672,14646,Netherlands,2011-02-22 15:45:00,2011-02,44,44,2940,3211.7,1.42
544673,13421,United Kingdom,2011-02-22 15:46:00,2011-02,64,64,495,825.04,2.25
544675,16011,United Kingdom,2011-02-22 15:59:00,2011-02,11,11,97,116.09,1.21
544676,17841,United Kingdom,2011-02-22 16:03:00,2011-02,41,40,116,141.48,1.9
544677,18196,United Kingdom,2011-02-22 16:13:00,2011-02,78,78,241,450.78,2.48
544678,13077,United Kingdom,2011-02-22 16:15:00,2011-02,44,44,295,252.87,2.15
544680,13077,United Kingdom,2011-02-22 16:19:00,2011-02,4,4,8,9.6,1.2
544685,13285,United Kingdom,2011-02-22 17:13:00,2011-02,52,52,594,666.89,2.56
544686,12748,United Kingdom,2011-02-22 17:20:00,2011-02,4,4,4,7.8,1.95
544687,13184,United Kingdom,2011-02-22 17:25:00,2011-02,20,20,134,212.52,2.9
544688,18151,United Kingdom,2011-02-23 08:29:00,2011-02,17,17,111,312.55,4.69
544689,12980,United Kingdom,2011-02-23 08:46:00,2011-02,2,2,54,432.9,19.8
544690,14156,EIRE,2011-02-23 08:48:00,2011-02,15,15,668,1480.2,5.87
544691,13804,United Kingdom,2011-02-23 09:09:00,2011-02,41,41,417,723.63,3.58
544692,17499,United Kingdom,2011-02-23 09:14:00,2011-02,40,40,711,622.88,1.74
544693,15397,United Kingdom,2011-02-23 09:25:00,2011-02,6,6,20,94.0,4.93
544694,17706,United Kingdom,2011-02-23 09:30:00,2011-02,24,24,202,411.02,4.45
544695,14276,United Kingdom,2011-02-23 09:38:00,2011-02,19,19,216,341.2,3.21
544697,13453,United Kingdom,2011-02-23 09:44:00,2011-02,8,8,76,185.0,3.82
544698,17949,United Kingdom,2011-02-23 09:53:00,2011-02,1,1,360,259.2,0.72
544699,17949,United Kingdom,2011-02-23 09:54:00,2011-02,1,1,240,172.8,0.72
544700,18041,United Kingdom,2011-02-23 10:10:00,2011-02,17,17,187,241.68,1.9
544701,17428,United Kingdom,2011-02-23 10:27:00,2011-02,19,19,262,618.89,5.85
544702,17135,United Kingdom,2011-02-23 10:27:00,2011-02,12,12,198,284.97,2.55
544717,18172,United Kingdom,2011-02-23 10:44:00,2011-02,31,31,394,649.02,2.14
544724,15605,United Kingdom,2011-02-23 10:46:00,2011-02,7,7,65,182.75,5.43
544749,15373,United Kingdom,2011-02-23 10:57:00,2011-02,16,16,37,151.55,4.71
544754,16394,United Kingdom,2011-02-23 10:58:00,2011-02,26,26,365,312.41,1.18
544769,16422,United Kingdom,2011-02-23 11:11:00,2011-02,5,5,252,417.96,2.1
544774,17711,United Kingdom,2011-02-23 11:32:00,2011-02,13,13,107,220.53,2.86
544777,15311,United Kingdom,2011-02-23 12:00:00,2011-02,24,24,553,726.83,2.91
544778,14978,United Kingdom,2011-02-23 12:03:00,2011-02,67,66,143,450.81,3.84
544779,13865,United Kingdom,2011-02-23 12:04:00,2011-02,7,7,42,123.3,5.61
544788,13089,United Kingdom,2011-02-23 12:18:00,2011-02,36,36,553,354.56,0.97
544789,13993,United Kingdom,2011-02-23 12:25:00,2011-02,20,20,98,499.7,7.97
544790,16940,United Kingdom,2011-02-23 12:27:00,2011-02,83,82,549,757.68,1.88
544791,14289,United Kingdom,2011-02-23 12:33:00,2011-02,19,19,148,322.24,4.18
544792,18172,United Kingdom,2011-02-23 12:37:00,2011-02,28,28,346,1329.36,4.69
544793,13694,United Kingdom,2011-02-23 12:41:00,2011-02,1,1,1152,218.88,0.19
544794,13854,United Kingdom,2011-02-23 12:50:00,2011-02,4,4,84,385.46,6.5
544795,15858,United Kingdom,2011-02-23 13:21:00,2011-02,58,58,526,432.29,2.16
544796,16208,United Kingdom,2011-02-23 13:37:00,2011-02,40,40,243,497.59,3.69
544797,13489,United Kingdom,2011-02-23 13:43:00,2011-02,1,1,288,158.4,0.55
544798,17063,United Kingdom,2011-02-23 13:44:00,2011-02,11,11,73,187.65,2.87
544799,17063,United Kingdom,2011-02-23 13:45:00,2011-02,9,9,112,131.72,2.23
544800,15687,United Kingdom,2011-02-23 13:45:00,2011-02,17,17,97,299.95,5.45
544801,16145,United Kingdom,2011-02-23 13:48:00,2011-02,18,18,193,310.08,2.59
544802,13149,United Kingdom,2011-02-23 13:57:00,2011-02,18,18,276,376.74,3.55
544803,14606,United Kingdom,2011-02-23 14:29:00,2011-02,31,31,59,114.07,2.6
544804,17504,United Kingdom,2011-02-23 14:40:00,2011-02,9,9,176,346.28,3.6
544805,18068,United Kingdom,2011-02-23 14:50:00,2011-02,1,1,6,101.7,16.95
544806,15932,United Kingdom,2011-02-23 14:50:00,2011-02,16,16,169,317.73,2.01
544807,12823,United Kingdom,2011-02-23 15:03:00,2011-02,1,1,30,229.5,7.65
544808,14562,United Kingdom,2011-02-23 15:11:00,2011-02,23,23,60,171.85,3.62
544809,16692,United Kingdom,2011-02-23 15:41:00,2011-02,1,1,1,8.5,8.5
544810,17675,United Kingdom,2011-02-23 15:53:00,2011-02,18,18,203,635.41,4.84
544811,12471,Germany,2011-02-23 15:53:00,2011-02,14,14,201,388.3,3.7
544813,15984,United Kingdom,2011-02-23 16:23:00,2011-02,13,11,43,104.95,2.73
544815,17171,United Kingdom,2011-02-23 16:37:00,2011-02,16,16,185,224.91,2.38
544816,13090,United Kingdom,2011-02-23 16:41:00,2011-02,6,6,192,485.04,1.57
544817,12437,France,2011-02-23 16:44:00,2011-02,17,17,266,344.0,2.58
544818,12437,France,2011-02-23 16:45:00,2011-02,4,4,96,95.76,1.37
544819,12748,United Kingdom,2011-02-23 17:15:00,2011-02,12,11,34,69.59,2.1
544821,12971,United Kingdom,2011-02-24 09:05:00,2011-02,2,2,64,109.0,4.88
544822,18231,United Kingdom,2011-02-24 09:08:00,2011-02,10,10,180,291.0,1.86
544823,14004,United Kingdom,2011-02-24 09:28:00,2011-02,29,29,382,900.02,4.95
544824,17139,United Kingdom,2011-02-24 09:32:00,2011-02,131,131,894,2639.38,6.05
544825,15606,United Kingdom,2011-02-24 09:32:00,2011-02,9,9,78,305.7,3.66
544826,14513,United Kingdom,2011-02-24 09:36:00,2011-02,7,7,7,18.75,2.68
544833,15974,United Kingdom,2011-02-24 10:10:00,2011-02,32,32,388,769.24,3.03
544835,17830,United Kingdom,2011-02-24 10:15:00,2011-02,11,11,48,188.5,5.29
544836,17613,United Kingdom,2011-02-24 10:25:00,2011-02,15,15,175,310.71,2.44
544837,15910,United Kingdom,2011-02-24 10:29:00,2011-02,36,36,141,161.41,2.35
544838,12565,Saudi Arabia,2011-02-24 10:34:00,2011-02,9,9,80,145.92,2.35
544839,14841,United Kingdom,2011-02-24 10:50:00,2011-02,32,32,355,596.79,2.83
544846,16719,United Kingdom,2011-02-24 11:11:00,2011-02,19,19,133,169.33,3.66
544847,16086,United Kingdom,2011-02-24 11:15:00,2011-02,5,5,33,101.19,4.8
544885,14243,United Kingdom,2011-02-24 11:38:00,2011-02,20,20,100,339.4,5.69
544886,12582,Finland,2011-02-24 11:42:00,2011-02,12,12,141,205.16,4.54
544887,17364,United Kingdom,2011-02-24 11:54:00,2011-02,67,67,339,504.56,2.24
544888,14231,United Kingdom,2011-02-24 11:55:00,2011-02,19,19,117,308.95,4.23
544892,14527,United Kingdom,2011-02-24 12:00:00,2011-02,9,9,16,77.95,5.54
544893,17865,United Kingdom,2011-02-24 12:01:00,2011-02,34,34,566,596.24,2.24
544894,15805,United Kingdom,2011-02-24 12:09:00,2011-02,36,36,362,553.76,2.43
544895,14189,United Kingdom,2011-02-24 12:22:00,2011-02,14,14,121,214.71,2.88
544896,17867,United Kingdom,2011-02-24 12:25:00,2011-02,1,1,2,25.5,12.75
544898,14880,United Kingdom,2011-02-24 12:27:00,2011-02,8,8,66,129.2,3.41
544899,13118,United Kingdom,2011-02-24 12:32:00,2011-02,14,14,97,190.93,2.77
544900,15121,United Kingdom,2011-02-24 12:41:00,2011-02,18,18,125,295.15,3.24
544903,18065,United Kingdom,2011-02-24 13:43:00,2011-02,23,23,139,405.03,4.43
544904,13018,United Kingdom,2011-02-24 13:46:00,2011-02,19,19,107,311.25,4.41
544905,17117,United Kingdom,2011-02-24 13:54:00,2011-02,9,9,68,116.2,3.97
544906,17017,United Kingdom,2011-02-24 14:13:00,2011-02,15,15,308,528.32,2.43
544907,12945,United Kingdom,2011-02-24 14:15:00,2011-02,23,23,165,462.95,4.95
544908,18056,United Kingdom,2011-02-24 14:27:00,2011-02,19,19,211,363.65,3.76
544909,14298,United Kingdom,2011-02-24 14:32:00,2011-02,38,38,1814,1991.26,2.0
